00 49 06 +57 49 00 Eta Cassiopeia
00 49 54 +27 43 00 65 Pisces
01 05 36 +21 28 00 Psi 1 Pisces
01 13 42 +07 35 00 Zeta Pisces
01 53 30 +19 18 00 Gamma Aries
01 57 54 +23 36 00 Lambda Aries
02 02 00 +02 46 00 Alpha Pisces
02 03 54 +42 20 00 Gamma Andromeda
02 12 24 +30 18 00 Iota Triangulum
02 31 27 +89 16 02 Alpha Ursa Minor
02 43 18 +03 14 00 Gamma Cetus
02 50 42 +55 54 00 Eta Perseus
03 00 54 +52 21 01 Struve 331
03 54 18 -02 57 00 32 Eridanus
04 22 36 +25 38 00 Chi Taurus
04 32 00 +53 55 01 1 Camelopardalis
04 43 36 -08 48 00 55 Eridanus
05 14 30 -08 12 00 Beta Orion
05 29 18 +25 09 00 118 Taurus
05 32 00 -00 18 00 Delta Orion
05 35 00 -06 00 00 Struve 747
05 35 06 +09 56 00 Lambda Orion
05 35 18 -05 23 00 Theta 1 Orion
05 35 24 -05 55 00 Iota Orion
05 35 24 -05 25 00 Theta 2 Orion
05 38 42 -02 36 00 Sigma Orion
05 40 48 -01 57 00 Zeta Orion
05 44 30 -22 27 00 Gamma Lepus
05 59 42 +37 13 00 Theta Auriga
06 23 48 +04 36 01 Epsilon Monoceros
06 28 42 -07 02 00 Beta Monceros
06 46 12 +59 27 00 12 Lynx
06 58 36 -28 58 00 Epsilon Canis Major
07 20 06 +21 59 00 Delta Gemini
07 22 54 +55 17 01 19 Lynx
07 34 36 +31 53 00 Alpha Gemini
07 38 48 -26 48 00 Kappa Puppis
08 12 12 +17 39 00 Zeta Cancer
08 46 42 +28 46 00 Iota Cancer
09 18 48 +36 48 01 38 Lynx
10 08 24 +11 58 00 Alpha Leo
10 20 00 +19 51 00 Gamma Leo
10 55 36 +24 45 00 54 Leo
11 32 18 -29 16 00 N Hydra
12 29 54 -16 31 00 Delta Corvus
12 35 06 +18 23 00 24 Coma Berenices
12 41 42 -01 27 00 Gamma Virgo
12 49 12 +83 25 00 32 Camelopardalis
12 56 00 +38 19 00 Alpha Canus Venatic
13 23 54 +54 56 00 Zeta Ursa Major
14 13 30 +51 47 00 Kappa Bootes
14 16 12 +51 22 00 Iota Bootes
14 40 42 +16 25 00 Pi Bootes
14 45 00 +27 04 00 Epsilon Bootes
14 50 54 -16 02 00 Alpha Libra
14 51 24 +19 06 00 Xi Bootes
15 15 30 +33 19 00 Delta Bootes
15 24 30 +37 23 00 Mu Bootes
15 34 48 +10 32 00 Delta Serpens
15 39 24 +36 38 00 Zeta Cor Borealis
16 04 24 -11 22 00 Xi Scorpius
16 04 24 -11 27 00 Struve 1999
16 05 24 -19 48 00 Beta Scorpius
16 08 06 +17 03 00 Kappa Hercules
16 12 00 -19 28 00 Nu Scorpius
16 14 42 +33 52 00 Sigma Cor Borealis
16 36 12 +52 55 00 16/17 Draco
17 05 18 +54 28 00 Mu Draco
17 14 36 +14 23 00 Alpha Hercules
17 15 00 +24 49 59 Delta Hercules
17 15 18 -26 36 00 36 Ophiuchus
17 18 00 -24 17 00 Omicron Ophiuchus
17 23 42 +37 09 00 Rho Hercules
17 32 12 +55 11 00 Nu Draco
17 41 54 +72 09 00 Psi Draco
18 00 12 +80 00 00 40/41 Draco
18 01 30 +21 36 00 95 Hercules
18 05 30 +02 29 59 70 Ophiuchus
18 44 18 +39 40 00 Epsilon Lyra
18 44 48 +37 35 59 Zeta Lyra
18 50 06 +33 22 00 Beta Lyra
18 50 48 +10 59 00 Struve 2404
18 54 54 +33 58 00 Otto Struve 525
18 56 12 +04 12 00 Theta Serpens
19 30 42 +27 58 00 Beta Cygnus
19 54 36 -08 14 00 57 Aquila
20 13 36 +46 44 00 31 Cygnus
20 18 06 -12 33 00 Alpha Capricornus
20 21 00 -14 47 00 Beta Capricornus
20 46 42 +16 07 00 Gamma Delphinus
21 06 54 +38 45 00 61 Cygnus
21 28 42 +70 34 00 Beta Cepheus
21 39 00 +57 29 00 Struve 2816
21 44 12 +09 52 00 Epsilon Pegasus
22 03 48 +64 38 00 Xi Cepheus
22 28 48 -00 01 00 Zeta Aquarius
22 29 12 +58 25 00 Delta Cepheus
22 35 54 +39 38 00 8 Lacerta
23 19 06 -13 28 00 94 Aquarius
23 59 00 +55 45 00 Sigma Cassiopeia
