21 22 05 +19 48 16 1 Pegasus
21 29 57 +23 38 19 2 Pegasus
21 37 44 +06 37 06 3 Pegasus
21 38 32 +05 46 18 4 Pegasus
21 37 45 +19 19 07 5 Pegasus
21 42 16 +05 40 48 7 Pegasus
21 44 11 +09 52 30 8 Pegasus
21 44 31 +17 21 00 9 Pegasus
21 44 39 +25 38 42 10 Pegasus
21 47 14 +02 41 10 11 Pegasus
21 46 04 +22 56 56 12 Pegasus
21 50 09 +17 17 08 13 Pegasus
21 49 51 +30 10 26 14 Pegasus
21 52 30 +28 47 36 15 Pegasus
21 53 04 +25 55 30 16 Pegasus
21 56 56 +12 04 35 17 Pegasus
22 00 08 +06 43 03 18 Pegasus
22 01 09 +08 15 26 19 Pegasus
22 01 05 +13 07 11 20 Pegasus
22 03 19 +11 23 11 21 Pegasus
22 05 41 +05 03 31 22 Pegasus
22 05 35 +28 57 50 23 Pegasus
22 07 01 +25 20 42 24 Pegasus
22 07 50 +21 42 09 25 Pegasus
22 10 12 +06 11 52 26 Pegasus
22 09 14 +33 10 20 27 Pegasus
22 10 30 +20 58 41 28 Pegasus
22 09 59 +33 10 42 29 Pegasus
22 20 28 +05 47 22 30 Pegasus
22 21 31 +12 12 19 31 Pegasus
22 21 19 +28 19 50 32 Pegasus
22 23 40 +20 50 53 33 Pegasus
22 26 37 +04 23 37 34 Pegasus
22 27 52 +04 41 44 35 Pegasus
22 29 08 +09 07 44 36 Pegasus
22 29 58 +04 25 54 37 Pegasus
22 30 02 +32 34 21 38 Pegasus
22 32 36 +20 13 48 39 Pegasus
22 38 53 +19 31 20 40 Pegasus
22 39 47 +19 40 52 41 Pegasus
22 41 28 +10 49 53 42 Pegasus
22 41 45 +29 18 27 43 Pegasus
22 43 00 +30 13 17 44 Pegasus
22 45 28 +19 22 00 45 Pegasus
22 46 42 +12 10 22 46 Pegasus
22 46 32 +23 33 56 47 Pegasus
22 50 00 +24 36 06 48 Pegasus
22 52 24 +09 50 08 49 Pegasus
22 55 14 +08 48 57 50 Pegasus
22 57 28 +20 46 08 51 Pegasus
22 59 12 +11 43 44 52 Pegasus
23 03 47 +28 04 58 53 Pegasus
23 04 46 +15 12 19 54 Pegasus
23 07 00 +09 24 34 55 Pegasus
23 07 07 +25 28 06 56 Pegasus
23 09 32 +08 40 38 57 Pegasus
23 10 02 +09 49 19 58 Pegasus
23 11 44 +08 43 12 59 Pegasus
23 11 49 +26 50 50 60 Pegasus
23 15 46 +28 14 52 61 Pegasus
23 20 38 +23 44 25 62 Pegasus
23 20 50 +30 24 54 63 Pegasus
23 21 55 +31 48 45 64 Pegasus
23 22 41 +20 49 43 65 Pegasus
23 23 05 +12 18 50 66 Pegasus
23 24 51 +32 23 06 67 Pegasus
23 25 23 +23 24 15 68 Pegasus
23 27 40 +25 10 02 69 Pegasus
23 29 09 +12 45 38 70 Pegasus
23 33 28 +22 29 56 71 Pegasus
23 33 57 +31 19 31 72 Pegasus
23 34 38 +33 29 50 73 Pegasus
23 37 40 +16 49 32 74 Pegasus
23 37 57 +18 24 02 75 Pegasus
23 43 22 +10 19 53 77 Pegasus
23 44 00 +29 21 42 78 Pegasus
23 49 39 +28 50 33 79 Pegasus
23 51 21 +09 18 48 80 Pegasus
23 52 29 +19 07 13 81 Pegasus
23 52 37 +10 56 51 82 Pegasus
23 57 46 +25 08 29 84 Pegasus
00 02 10 +27 04 55 85 Pegasus
